datos/index,datos/nombre,datos/apellido,datos/edad,datos/gender,datos/email,datos/phone,datos/address,datos/about,datos/matriculado,datos/cursos/0/id,datos/cursos/0/curso,datos/cursos/0/nota,datos/cursos/1/id,datos/cursos/1/curso,datos/cursos/1/nota,datos/cursos/2/id,datos/cursos/2/curso,datos/cursos/2/nota,datos/cursos/3/id,datos/cursos/3/curso,datos/cursos/3/nota
185,Lottie,Riddle,26,female,lottieriddle@pathways.com,+1 (849) 559-2765,"468 Crawford Avenue, Crown, Guam, 8419","Qui culpa veniam commodo nisi ad qui aliquip veniam ut veniam mollit elit. Nostrud cupidatat dolor ut enim enim. Reprehenderit id Lorem nostrud proident qui fugiat dolore ad dolore ea duis adipisicing qui sint.
",2019-03-11T03:20:07 +05:00,0,Algebra lineal,1.052,1,Calculo diferencial,4.073,2,POO,4.1044,3,CTD,2.926
186,Della,Sutton,39,female,dellasutton@pathways.com,+1 (886) 593-3769,"658 Nichols Avenue, Sandston, Northern Mariana Islands, 1698","Minim ut ad pariatur esse occaecat aliquip dolor labore quis mollit pariatur nostrud. Officia et cillum aute ex anim enim commodo est. Duis Lorem quis tempor enim proident. Magna ut laborum dolore voluptate in id voluptate. Id commodo aliqua veniam culpa amet mollit qui incididunt. Mollit eu laborum commodo sint consectetur labore eiusmod Lorem minim irure ea. Laboris deserunt irure ipsum id aute laboris.
",2015-05-25T02:42:31 +05:00,0,Algebra lineal,0.6206,1,Calculo diferencial,2.2918,2,POO,0.6992,3,CTD,0.4732
187,Matthews,Carlson,39,male,matthewscarlson@pathways.com,+1 (874) 534-3879,"277 Cozine Avenue, Barrelville, West Virginia, 466","Nisi sit ut laborum ex consequat quis. Cillum consequat do incididunt duis est. Veniam enim excepteur ad elit esse ut veniam consequat quis amet. Consequat magna ex sit irure veniam velit nostrud quis. Excepteur anim consequat exercitation ex eiusmod sit laboris. Sit magna esse duis aliqua non fugiat adipisicing et minim minim id irure. Commodo anim ullamco quis anim et sit.
",2021-05-29T06:28:12 +05:00,0,Algebra lineal,0.7434,1,Calculo diferencial,1.26,2,POO,4.8259,3,CTD,2.6479
188,Conley,Fernandez,35,male,conleyfernandez@pathways.com,+1 (819) 401-2327,"219 Etna Street, Allensworth, North Carolina, 8424","Culpa deserunt pariatur aliquip ex magna dolore Lorem proident aliquip. Anim ea cupidatat incididunt sint occaecat nulla aute proident minim consequat. Commodo ipsum tempor non reprehenderit ipsum aute enim sint duis ad mollit nisi reprehenderit. Laboris voluptate pariatur eu commodo consectetur esse sit eu dolor occaecat consequat dolore labore id. Mollit ea ipsum quis occaecat aliquip esse officia ullamco proident.
",2016-08-06T03:28:23 +05:00,0,Algebra lineal,1.906,1,Calculo diferencial,4.5294,2,POO,2.1632,3,CTD,0.4039
189,Maria,Villarreal,39,female,mariavillarreal@pathways.com,+1 (951) 524-3391,"756 Fulton Street, Dante, South Dakota, 2859","Elit irure aliqua enim ipsum occaecat aute ipsum eu amet sit laborum et. Sit aliquip consequat ea labore enim cupidatat ex quis reprehenderit pariatur excepteur. Magna do fugiat ullamco esse voluptate sunt. Pariatur est sit magna ea est ea eiusmod enim nulla est. Dolore do pariatur excepteur ullamco eiusmod qui duis ut incididunt.
",2018-01-14T03:53:19 +05:00,0,Algebra lineal,3.3469,1,Calculo diferencial,4.4564,2,POO,3.1424,3,CTD,0.2901
190,Mosley,Ryan,34,male,mosleyryan@pathways.com,+1 (885) 548-2615,"851 Dean Street, Evergreen, Tennessee, 229","Cupidatat irure exercitation dolor magna deserunt qui irure labore veniam dolore incididunt exercitation minim labore. Consectetur eu voluptate ex quis ex mollit adipisicing pariatur dolor Lorem non magna. Nostrud ea culpa et officia labore sit. Enim laborum ea amet labore ut cupidatat aliqua aliquip aliquip eu. Velit id sunt id eiusmod ipsum nostrud aute do.
",2016-11-09T05:51:10 +05:00,0,Algebra lineal,4.4199,1,Calculo diferencial,3.2824,2,POO,2.0671,3,CTD,2.7725
191,Harper,Benson,28,male,harperbenson@pathways.com,+1 (996) 572-3884,"159 Glenwood Road, Dotsero, Texas, 9487","Reprehenderit dolore anim culpa Lorem sunt est. Excepteur et sit enim esse deserunt aliqua do cillum id labore in exercitation. Excepteur amet velit quis ad quis adipisicing. Sint laboris labore incididunt enim irure. Elit magna laboris laboris eiusmod fugiat labore veniam nulla Lorem ea. Ut laborum voluptate ullamco nostrud eiusmod consectetur.
",2020-09-24T07:47:20 +05:00,0,Algebra lineal,3.3941,1,Calculo diferencial,4.15,2,POO,1.3849,3,CTD,4.6551
192,Carr,Rogers,23,male,carrrogers@pathways.com,+1 (923) 447-2079,"206 Coffey Street, Choctaw, Oregon, 7461","Do enim anim ea sunt sunt veniam laboris proident aliquip esse eiusmod. Magna ex est laboris aliqua amet amet laboris ut labore. Tempor eu tempor consequat eiusmod dolor. Officia laboris cupidatat Lorem dolor id velit aliquip velit ea.
",2020-02-08T08:16:29 +05:00,0,Algebra lineal,0.49,1,Calculo diferencial,4.2793,2,POO,2.7152,3,CTD,0.7714
193,Logan,Finch,33,male,loganfinch@pathways.com,+1 (810) 565-3109,"319 Leonora Court, Why, Michigan, 1617","Duis labore culpa do sunt. Elit dolore aute sunt sunt aliqua laboris consectetur sint quis dolore. Dolor do anim dolor quis velit duis culpa consectetur nisi elit consectetur excepteur.
",2014-12-07T04:30:39 +05:00,0,Algebra lineal,1.4125,1,Calculo diferencial,4.1156,2,POO,4.6626,3,CTD,4.374
194,Marcie,Case,32,female,marciecase@pathways.com,+1 (972) 444-3433,"645 Baycliff Terrace, Byrnedale, Alaska, 7911","Dolor veniam veniam id proident anim id irure et quis magna ad non eu. Veniam dolor voluptate ex nostrud id magna velit. Laboris occaecat incididunt in incididunt sint amet tempor dolor do cillum nostrud consequat.
",2017-08-25T09:14:57 +05:00,0,Algebra lineal,1.1128,1,Calculo diferencial,3.6986,2,POO,3.9878,3,CTD,3.073
195,Sonia,Avila,40,female,soniaavila@pathways.com,+1 (833) 563-3204,"700 Highland Boulevard, Jennings, North Dakota, 2979","Ut labore nulla sint aliqua id eu sit labore adipisicing cupidatat ut. Et excepteur cupidatat sint aliqua sit elit nostrud nisi esse exercitation proident amet sunt qui. In fugiat in fugiat enim enim excepteur qui. Cillum et duis cillum laborum velit amet dolore dolore nisi elit enim velit duis velit.
",2021-02-26T05:04:39 +05:00,0,Algebra lineal,2.8696,1,Calculo diferencial,1.0745,2,POO,0.5443,3,CTD,3.232
196,Anderson,Beck,29,male,andersonbeck@pathways.com,+1 (960) 586-3357,"861 Prospect Avenue, Faxon, New Jersey, 737","Anim sint dolore occaecat voluptate elit qui laborum elit est anim consequat cillum. Pariatur dolore mollit aliquip veniam dolor eiusmod. Do nulla nisi tempor anim eu cupidatat aute nulla. Non amet eu ut mollit et adipisicing occaecat aliqua id nulla id. Voluptate id aliqua eu magna.
",2021-02-28T05:36:53 +05:00,0,Algebra lineal,1.0748,1,Calculo diferencial,0.3647,2,POO,3.0607,3,CTD,3.1954
197,Robin,Schwartz,20,female,robinschwartz@pathways.com,+1 (828) 508-2212,"943 Belvidere Street, Machias, Arkansas, 6061","Et fugiat magna anim ipsum duis anim nostrud sunt do labore. Laboris adipisicing cillum veniam commodo culpa tempor ex dolore. Reprehenderit minim deserunt amet duis sint excepteur sint cillum deserunt.
",2019-08-21T11:30:04 +05:00,0,Algebra lineal,2.4119,1,Calculo diferencial,4.4642,2,POO,1.1434,3,CTD,2.0352
198,Clarissa,Campbell,36,female,clarissacampbell@pathways.com,+1 (960) 420-2442,"652 Martense Street, Hatteras, Georgia, 6342","Enim est voluptate et elit labore. Excepteur excepteur incididunt cillum ea pariatur. Ex minim tempor id laboris voluptate proident et enim eu id consectetur. Magna aliqua in cillum laboris sint id ad voluptate esse commodo. Commodo aliqua ea aliquip magna ex amet labore esse ullamco occaecat.
",2022-04-14T04:16:38 +05:00,0,Algebra lineal,3.3748,1,Calculo diferencial,1.6009,2,POO,4.0783,3,CTD,3.6298
199,Stephenson,Evans,39,male,stephensonevans@pathways.com,+1 (967) 578-2416,"221 Harway Avenue, Gilmore, New York, 6313","In laboris in velit in irure. Id elit sit consequat dolore exercitation sunt labore eu velit aliquip labore pariatur eu. Proident occaecat duis irure nulla voluptate sint ex do. Sint nisi cupidatat reprehenderit ut id in nostrud mollit consectetur eu laborum duis deserunt aliquip. Fugiat cillum ut amet duis. Eu culpa in elit Lorem aliquip enim et in non ea sunt dolore. Nisi velit ut pariatur culpa excepteur commodo duis sunt Lorem aliqua.
",2017-04-12T03:36:42 +05:00,0,Algebra lineal,3.9006,1,Calculo diferencial,2.3644,2,POO,0.5212,3,CTD,1.5612

